DATA DUMP:
  data[99] = -716673451
  data[100] = -702668915
  data[101] = -686406798
  data[102] = -660979489
  data[103] = -619908042
  data[104] = -564315259
  data[105] = -553977612
  data[106] = -524512292
  data[107] = -469994812
  data[108] = -446417603
  data[109] = -435267291
  data[110] = -430711116
  data[111] = -428693769
  data[112] = -408825636
  data[113] = -396438523
  data[114] = -369763873
  data[115] = -351017192
  data[116] = -347723374
  data[117] = -320821679
  data[118] = -313359740
  data[119] = -292217387
  data[120] = -218413507
  data[121] = -213406846
  data[122] = -129676468
  data[123] = -121259644
  data[124] = -115422872
  data[125] = -114915365
  data[126] = -93654195
  data[127] = -38085907
  data[128] = -36905532
  data[129] = -23509321
  data[130] = -22023738
  data[131] = 18097017
  data[132] = 22418659
  data[133] = 34638326
  data[134] = 43816761
  data[135] = 49663960
  data[136] = 52528500
  data[137] = 61027523
  data[138] = 113643365
  data[139] = 119088501
  data[140] = 129634050
  data[141] = 133702991
  data[142] = 138319799
  data[143] = 141700270
  data[144] = 212460003
  data[145] = 232701694
  data[146] = 233428831
  data[147] = 266106667
  data[148] = 272049591
  data[149] = 272094241
  data[150] = 280158986
  data[151] = 288794446
  data[152] = 297561634
  data[153] = 302138097
  data[154] = 327873336
  data[155] = 334442962
  data[156] = 337277123
  data[157] = 341826509
  data[158] = 365570830
  data[159] = 378036416
  data[160] = 393267499
  data[161] = 419638653
  data[162] = 434909659
  data[163] = 444325613
  data[164] = 449617425
  data[165] = 510869993
  data[166] = 514825840
  data[167] = 518505999
  data[168] = 546426952
  data[169] = 548522986
  data[170] = 590526013
  data[171] = 597425142
  data[172] = 605280572
  data[173] = 614841790
  data[174] = 615236124
  data[175] = 626233423
  data[176] = 673613316
  data[177] = 759159232
  data[178] = 769098448
  data[179] = 776305894
  data[180] = 807123800
  data[181] = 808168317
  data[182] = 855872297
  data[183] = 855894051
  data[184] = 875815356
  data[185] = 917429646
  data[186] = 947559721
  data[187] = 951614618
  data[188] = 995603468
  data[189] = 1012122745
  data[190] = 1023783643
  data[191] = 1078979908
  data[192] = 1087705622
  data[193] = 1089337673
  data[194] = 1089830115
  data[195] = 1101440798
  data[196] = 1120015008
  data[197] = 1145529189
  data[198] = 1147205439
  data[199] = 1155448068
  data[200] = 1176415705
  data[201] = 1192189316
  data[202] = 1200596575
  data[203] = 1209526912
  data[204] = 1211613084
  data[205] = 1222910985
  data[206] = 1234386624
  data[207] = 1235731124
  data[208] = 1263887309
  data[209] = 1272538162
  data[210] = 1379632534
  data[211] = 1398721121
  data[212] = 1406039206
  data[213] = 1420558369
  data[214] = 1420917712
  data[215] = 1421469273
  data[216] = 1425238041
  data[217] = 1430009653
  data[218] = 1440857754
  data[219] = 1447977771
  data[220] = 1476352818
  data[221] = 1508006009
  data[222] = 1568319821
  data[223] = 1576772508
  data[224] = 1623863471
  data[225] = 1638710261
  data[226] = 1643406040
  data[227] = 1650616339
  data[228] = 1656260777
  data[229] = 1666858339
  data[230] = 1673132053
  data[231] = 1687105730
  data[232] = 1710225514
  data[233] = 1712997292
  data[234] = 1726956146
  data[235] = 1732360480
  data[236] = 1783561335
  data[237] = 1783782943
  data[238] = 1796081714
  data[239] = 1802771599
  data[240] = 1817228439
  data[241] = 1901726176
  data[242] = 1905486595
  data[243] = 1907784133
  data[244] = 1909791124
  data[245] = 1913020820
  data[246] = 1982954693
  data[247] = 1984441864
  data[248] = 2027525011
  data[249] = 2037991625
  data[250] = 2069512245
  data[251] = 2072323436
  data[252] = 2085111990
  data[253] = 2108132720
  data[254] = 2133339313
  data[255] = 2145836301
INFO: data is properly sorted.
