INFO: KMSM contract open succeeded.
INFO: running with loaded data contract.
SUCCESS: Mojo-V data contract validated and loaded.
Decrypted data_contract_t fields:
  data[311] = 990316797
  data[312] = 1684945759
  data[313] = 1492785263
  data[314] = 1013549423
  data[315] = 269291547
  data[316] = 422600440
  data[317] = 203724264
  data[318] = 1266834303
  data[319] = 419740007
  data[320] = 1095890390
  data[321] = 921690368
  data[322] = 2044000154
  data[323] = 821687878
  data[324] = 39131124
  data[325] = 1188849523
  data[326] = 1840478021
  data[327] = 1243227398
  data[328] = 1779674656
  data[329] = 442516246
  data[330] = 2013190651
  data[331] = 1559934999
  data[332] = 392624589
  data[333] = 900385497
  data[334] = 1188028638
  data[335] = 2125754737
  data[336] = 2139248781
  data[337] = 1014321500
  data[338] = 1256997941
  data[339] = 1265956254
  data[340] = 561468294
  data[341] = 431173207
  data[342] = 699668463
  data[343] = 1909636522
  data[344] = 569824623
  data[345] = 1370538180
  data[346] = 1664924504
  data[347] = 1935879742
  data[348] = 440074363
  data[349] = 912322749
  data[350] = 1326409503
  data[351] = 1894997348
  data[352] = 326138997
  data[353] = 779039644
  data[354] = 966216254
  data[355] = 1426708524
  data[356] = 511246738
  data[357] = 165690529
  data[358] = 1449606511
  data[359] = 2137410215
  data[360] = 1308307526
  data[361] = 977063466
  data[362] = 1112951517
  data[363] = 935875616
  data[364] = 1443155896
  data[365] = 1619921425
  data[366] = 1540582267
  data[367] = 592414490
  data[368] = 1442599111
  data[369] = 311576080
  data[370] = 94324169
  data[371] = 1704418491
  data[372] = 520628810
  data[373] = 786074199
  data[374] = 509287434
  data[375] = 58524646
  data[376] = 876903000
  data[377] = 1308747920
  data[378] = 1156005448
  data[379] = 1020434647
  data[380] = 1758442745
  data[381] = 262326854
  data[382] = 43236835
  data[383] = 1482203170
  data[384] = 86091217
  data[385] = 782769172
  data[386] = 2085776427
  data[387] = 1215380736
  data[388] = 1909211269
  data[389] = 83612240
  data[390] = 1730727249
  data[391] = 638813082
  data[392] = 1476563908
  data[393] = 1519981163
  data[394] = 1320459997
  data[395] = 752659689
  data[396] = 1899112129
  data[397] = 1323546240
  data[398] = 1697431169
  data[399] = 539418622
  data[400] = 575654270
  data[401] = 1974164893
  data[402] = 1676863468
  data[403] = 1656307319
  data[404] = 1658526937
  data[405] = 1255859943
  data[406] = 1922910264
  data[407] = 782026917
  data[408] = 1596081860
  data[409] = 305184871
  data[410] = 1457514291
  data[411] = 367918354
  data[412] = 332354963
  data[413] = 575848035
  data[414] = 1368978153
  data[415] = 407152106
  data[416] = 1402115895
  data[417] = 1460275344
  data[418] = 1962459038
  data[419] = 720159302
  data[420] = 1849527783
  data[421] = 893092341
  data[422] = 498986937
  data[423] = 991137175
  data[424] = 667756902
  data[425] = 1607404127
  data[426] = 224314285
  data[427] = 161489192
  data[428] = 1925163349
  data[429] = 139710840
  data[430] = 9080979
  data[431] = 1957676649
  data[432] = 474330092
  data[433] = 297486174
  data[434] = 458306392
  data[435] = 1028447012
  data[436] = 881007275
  data[437] = 2047319263
  data[438] = 657377589
  data[439] = 688361271
  data[440] = 827738127
  data[441] = 1295086496
  data[442] = 1951004037
  data[443] = 2084519297
  data[444] = 216087032
  data[445] = 1220037710
  data[446] = 1463860228
  data[447] = 1016662413
  data[448] = 1921990014
  data[449] = 1793320124
  data[450] = 167175393
  data[451] = 329052792
  data[452] = 2055715826
  data[453] = 968135954
  data[454] = 1438248237
  data[455] = 1135378653
  data[456] = 914942735
  data[457] = 28864436
  data[458] = 599165671
  data[459] = 376226166
  data[460] = 1234083945
  data[461] = 792183096
  data[462] = 563909579
  data[463] = 1778982955
  data[464] = 1260342375
  data[465] = 819346704
  data[466] = 1246610602
  data[467] = 412978971
  data[468] = 755160745
  data[469] = 1006671146
  data[470] = 2059752405
  data[471] = 469657432
  data[472] = 519187203
  data[473] = 1927837363
  data[474] = 1934282896
  data[475] = 479158764
  data[476] = 1505891710
  data[477] = 1450884075
  data[478] = 1424088753
  data[479] = 139996108
  data[480] = 1434487660
  data[481] = 566958375
  data[482] = 1284883386
  data[483] = 1761124612
  data[484] = 491729947
  data[485] = 1930737275
  data[486] = 506426843
  data[487] = 1170622898
  data[488] = 1187852535
  data[489] = 1100873929
  data[490] = 1996845373
  data[491] = 829743787
  data[492] = 1694258085
  data[493] = 1262650199
  data[494] = 1478049349
  data[495] = 1214979644
  data[496] = 296078661
  data[497] = 45428636
  data[498] = 1511825132
  data[499] = 2092673834
  data[500] = 1958479488
  data[501] = 1582935245
  data[502] = 2047704552
  data[503] = 1473493206
  data[504] = 407350548
  data[505] = 879596080
  data[506] = 322042095
  data[507] = 1509294115
  data[508] = 1430678519
  data[509] = 683884423
  data[510] = 1314771188
  data[511] = 1538542803
  data[512] = 273969741
  data[513] = 618614695
  data[514] = 1803032172
  data[515] = 2017452473
  data[516] = 509433980
  data[517] = 995547704
  data[518] = 740035346
  data[519] = 1113245038
  data[520] = 1157017560
  data[521] = 1825777669
  data[522] = 739397473
  data[523] = 692378718
  data[524] = 846874044
  data[525] = 671184811
  data[526] = 152742074
  data[527] = 1126281622
  data[528] = 1789220221
  data[529] = 71265400
  data[530] = 185776418
  data[531] = 80051413
  data[532] = 768036138
  data[533] = 805512138
  data[534] = 460580589
  data[535] = 605846594
  data[536] = 1873728396
  data[537] = 1109174157
  data[538] = 1572511614
  data[539] = 1778774868
  data[540] = 854439528
  data[541] = 347019779
  data[542] = 664671242
  data[543] = 553265152
  data[544] = 1468583482
  data[545] = 282482507
  data[546] = 492672050
  data[547] = 1092304425
  data[548] = 1524395021
  data[549] = 1225191253
  data[550] = 1511124796
  data[551] = 1352496656
  data[552] = 1937421481
  data[553] = 324610189
  data[554] = 546952129
  data[555] = 537572579
  data[556] = 1402929633
  data[557] = 1643133822
  data[558] = 712004090
  data[559] = 912586030
  data[560] = 2003228448
  data[561] = 551717821
  data[562] = 1434488075
  data[563] = 311779610
  data[564] = 815644585
  data[565] = 1672616784
  data[566] = 1260557222
  data[567] = 358067681
  data[568] = 1812403780
  data[569] = 1241104656
  data[570] = 115346844
  data[571] = 1026685435
  data[572] = 1494723994
  data[573] = 681777009
  data[574] = 1761120938
  data[575] = 1103214699
  data[576] = 1502897484
  data[577] = 1867866219
  data[578] = 331235729
  data[579] = 154610931
  data[580] = 616560689
  data[581] = 1556358375
  data[582] = 1265939336
  data[583] = 1673411425
  data[584] = 19590738
  data[585] = 688026992
  data[586] = 1587896205
  data[587] = 895681103
  data[588] = 82691126
  data[589] = 617552194
  data[590] = 1487806283
  data[591] = 2075037457
  data[592] = 142672327
  data[593] = 236910076
  data[594] = 811819129
  data[595] = 374630646
  data[596] = 1736890045
  data[597] = 1155288563
  data[598] = 127392533
  data[599] = 1700448864
  data[600] = 2072329716
  data[601] = 1757426837
  data[602] = 1275220456
  data[603] = 708309544
  data[604] = 1561202262
  data[605] = 1400936653
  data[606] = 1183948097
  data[607] = 826587248
  data[608] = 2070038329
  data[609] = 1687920693
  data[610] = 2027885755
  data[611] = 1116623064
  data[612] = 35762350
  data[613] = 460533319
  data[614] = 127032657
  data[615] = 1890414796
  data[616] = 28926595
  data[617] = 409575737
  data[618] = 1273572249
  data[619] = 77423485
  data[620] = 2105129072
  data[621] = 986096950
  data[622] = 964214369
  data[623] = 1304686307
  data[624] = 299826205
  data[625] = 1024157542
  data[626] = 1449573036
  data[627] = 1586349888
  data[628] = 806783214
  data[629] = 2013129380
  data[630] = 1483115237
  data[631] = 1697426102
  data[632] = 1052581253
  data[633] = 161168939
  data[634] = 1924732544
  data[635] = 125874682
  data[636] = 784282420
  data[637] = 1557760214
  data[638] = 2041256749
  data[639] = 268973112
  data[640] = 292789102
  data[641] = 1005007562
  data[642] = 312997756
  data[643] = 39431211
  data[644] = 1940148361
  data[645] = 1837641222
  data[646] = 1599041206
  data[647] = 94251437
  data[648] = 804334726
  data[649] = 11760404
  data[650] = 1906629565
  data[651] = 1349646577
  data[652] = 28877604
  data[653] = 122202925
  data[654] = 1506400210
  data[655] = 1125293272
  data[656] = 754291235
  data[657] = 1324526105
  data[658] = 440999107
  data[659] = 857777841
  data[660] = 1315815676
  data[661] = 2010535143
  data[662] = 539710447
  data[663] = 2123881403
  data[664] = 173513468
  data[665] = 782905426
  data[666] = 1019331069
  data[667] = 755090715
  data[668] = 1539357548
  data[669] = 606022748
  data[670] = 1100411286
  data[671] = 2145156367
  data[672] = 1083675345
  data[673] = 49581260
  data[674] = 1032832077
  data[675] = 372345521
  data[676] = 1700363779
  data[677] = 1767595735
  data[678] = 2136866138
  data[679] = 106354511
  data[680] = 398660849
  data[681] = 1692730182
  data[682] = 1393645065
  data[683] = 769841876
  data[684] = 1398743222
  data[685] = 1741117281
  data[686] = 1385096037
  data[687] = 737514474
  data[688] = 802937810
  data[689] = 138451377
  data[690] = 1514913467
  data[691] = 505421950
  data[692] = 469062791
  data[693] = 579205827
  data[694] = 184701348
  data[695] = 723439160
  data[696] = 1055245775
  data[697] = 688080541
  data[698] = 595607688
  data[699] = 549323040
  data[700] = 891072427
  data[701] = 623603136
  data[702] = 318511889
  data[703] = 1320775882
  data[704] = 1728196287
  data[705] = 1006072835
  data[706] = 132297896
  data[707] = 656339031
  data[708] = 974835361
  data[709] = 2029339440
  data[710] = 946761477
  data[711] = 832803005
  data[712] = 1355013897
  data[713] = 674470234
  data[714] = 35748939
  data[715] = 1683899497
  data[716] = 777491613
  data[717] = 90503614
  data[718] = 314227080
  data[719] = 1709573513
  data[720] = 599379714
  data[721] = 1512026452
  data[722] = 2069478177
  data[723] = 724105952
  data[724] = 419159747
  data[725] = 92326902
  data[726] = 130624164
  data[727] = 331606851
  data[728] = 909349821
  data[729] = 1964679590
  data[730] = 2123283832
  data[731] = 2085702863
  data[732] = 1880815647
  data[733] = 726396680
  data[734] = 1416918501
  data[735] = 664785621
  data[736] = 1850567438
  data[737] = 956159823
  data[738] = 1543557956
  data[739] = 1125027337
  data[740] = 1248383089
  data[741] = 1476671620
  data[742] = 2137226790
  data[743] = 749827256
  data[744] = 727444538
  data[745] = 1278937800
  data[746] = 226908185
  data[747] = 479499262
  data[748] = 530117620
  data[749] = 927595903
  data[750] = 1854460934
  data[751] = 1718123302
  data[752] = 1945994588
  data[753] = 1036994098
  data[754] = 1160321069
  data[755] = 1433044069
  data[756] = 341914541
  data[757] = 515046156
  data[758] = 245253553
  data[759] = 1988071271
  data[760] = 1555179476
  data[761] = 2136062396
  data[762] = 1288072137
  data[763] = 163125596
  data[764] = 2057060316
  data[765] = 701157041
  data[766] = 300237699
  data[767] = 126060672
  data[768] = 1918098890
  data[769] = 477553659
  data[770] = 2083668534
  data[771] = 1456222031
  data[772] = 201261298
  data[773] = 1474562576
  data[774] = 910945645
  data[775] = 1161058636
  data[776] = 1820054776
  data[777] = 1045317151
  data[778] = 1928004343
  data[779] = 2017193251
  data[780] = 607582082
  data[781] = 1891736218
  data[782] = 1103207162
  data[783] = 634491722
  data[784] = 622609549
  data[785] = 1010138115
  data[786] = 1954795890
  data[787] = 1313966351
  data[788] = 392802563
  data[789] = 130445597
  data[790] = 567445146
  data[791] = 1267321693
  data[792] = 1627591921
  data[793] = 486411081
  data[794] = 686182847
  data[795] = 1519914201
  data[796] = 2040474146
  data[797] = 1506587525
  data[798] = 1883445990
  data[799] = 1940122773
  data[800] = 365828785
  data[801] = 1380856156
  data[802] = 339932265
  data[803] = 500788246
  data[804] = 1198557331
  data[805] = 1222142270
  data[806] = 574687370
  data[807] = 1290713334
  data[808] = 1561685674
  data[809] = 1983392568
  data[810] = 2032876794
  data[811] = 1387528355
  data[812] = 1662000483
  data[813] = 2049633071
  data[814] = 2126038207
  data[815] = 183545358
  data[816] = 78718918
  data[817] = 828318219
  data[818] = 1042385239
  data[819] = 1097078602
  data[820] = 1049750642
  data[821] = 3136076
  data[822] = 369358730
  data[823] = 1645567180
  data[824] = 1143764426
  data[825] = 1883507160
  data[826] = 2048531820
  data[827] = 284465824
  data[828] = 702143100
  data[829] = 1950821762
  data[830] = 1987027557
  data[831] = 1832315133
  data[832] = 291263413
  data[833] = 293436083
  data[834] = 1800832347
  data[835] = 1388490992
  data[836] = 130778115
  data[837] = 886195562
  data[838] = 19042146
  data[839] = 884536560
  data[840] = 513469804
  data[841] = 842054759
  data[842] = 241203761
  data[843] = 408025696
  data[844] = 756326632
  data[845] = 1242569320
  data[846] = 907387746
  data[847] = 146542435
  data[848] = 2115729235
  data[849] = 639726342
  data[850] = 775654862
  data[851] = 1436292549
  data[852] = 1863245806
  data[853] = 1475010821
  data[854] = 81211674
  data[855] = 331487830
  data[856] = 626590128
  data[857] = 2069949693
  data[858] = 261103787
  data[859] = 1601193569
  data[860] = 1975811870
  data[861] = 1838936160
  data[862] = 421388665
  data[863] = 366985061
  data[864] = 960904034
  data[865] = 468980747
  data[866] = 842003612
  data[867] = 304454752
  data[868] = 588090489
  data[869] = 928497660
  data[870] = 1564235099
  data[871] = 829712290
  data[872] = 1116925937
  data[873] = 1935962244
  data[874] = 1637111662
  data[875] = 808193815
  data[876] = 1381843233
  data[877] = 322803206
  data[878] = 1521747940
  data[879] = 445542564
  data[880] = 1871522444
  data[881] = 1771129851
  data[882] = 1155019890
  data[883] = 7354886
  data[884] = 834869550
  data[885] = 1939117373
  data[886] = 1962158770
  data[887] = 1005748988
  data[888] = 615656873
  data[889] = 2131126220
  data[890] = 1416722768
  data[891] = 429932488
  data[892] = 72247983
  data[893] = 701222310
  data[894] = 287207181
  data[895] = 1295499726
  data[896] = 126428428
  data[897] = 164545225
  data[898] = 384522286
  data[899] = 32498751
  data[900] = 1601958278
  data[901] = 1079424892
  data[902] = 1049861953
  data[903] = 49789889
  data[904] = 2074862515
  data[905] = 490326517
  data[906] = 211996945
  data[907] = 845480133
  data[908] = 371034955
  data[909] = 1335433370
  data[910] = 1660874005
  data[911] = 322935662
  data[912] = 914134239
  data[913] = 415481390
  data[914] = 59909522
  data[915] = 51063900
  data[916] = 801797966
  data[917] = 1475519504
  data[918] = 2001305354
  data[919] = 802100877
  data[920] = 1589786151
  data[921] = 1969729012
  data[922] = 1649158880
  data[923] = 715172754
  data[924] = 312645643
  data[925] = 1156379280
  data[926] = 625834995
  data[927] = 1808220188
  data[928] = 1758970628
  data[929] = 46468545
  data[930] = 346069307
  data[931] = 713706810
  data[932] = 227247133
  data[933] = 1466254027
  data[934] = 1041790984
  data[935] = 691220224
  data[936] = 1065977038
  data[937] = 879723135
  data[938] = 1940471347
  data[939] = 1467805628
  data[940] = 1931607214
  data[941] = 931190117
  data[942] = 1042854318
  data[943] = 851386854
  data[944] = 1305288969
  data[945] = 1560520529
  data[946] = 967111589
  data[947] = 1401106684
  data[948] = 743474853
  data[949] = 386023011
  data[950] = 201481635
  data[951] = 133484315
  data[952] = 1037674151
  data[953] = 219197017
  data[954] = 2140355274
  data[955] = 825747830
  data[956] = 152801727
  data[957] = 2067799549
  data[958] = 70021310
  data[959] = 248334357
  data[960] = 31764362
  data[961] = 1835221351
  data[962] = 1732624770
  data[963] = 117483632
  data[964] = 2096258705
  data[965] = 917018543
  data[966] = 1345503145
  data[967] = 1986389371
  data[968] = 1196144714
  data[969] = 2142796315
  data[970] = 1441917467
  data[971] = 820733164
  data[972] = 1220008304
  data[973] = 372974801
  data[974] = 1039051333
  data[975] = 1243280000
  data[976] = 1177717163
  data[977] = 370190724
  data[978] = 34093120
  data[979] = 1432345531
  data[980] = 2098822443
  data[981] = 1551528651
  data[982] = 1049828589
  data[983] = 2005869443
  data[984] = 45454623
  data[985] = 1815048249
  data[986] = 1751778754
  data[987] = 546724225
  data[988] = 249200711
  data[989] = 466911498
  data[990] = 2140971889
  data[991] = 642139702
  data[992] = 380700796
  data[993] = 626786355
  data[994] = 1697813002
  data[995] = 1340453987
  data[996] = 1359220062
  data[997] = 1665099890
  data[998] = 1634135929
  data[999] = 2144691740
  data[1000] = 2001563387
  data[1001] = 440006848
  data[1002] = 1292025145
  data[1003] = 1834604060
  data[1004] = 458514958
  data[1005] = 1549383224
  data[1006] = 917331413
  data[1007] = 1906967785
  data[1008] = 1753165731
  data[1009] = 1479399646
  data[1010] = 1944994891
  data[1011] = 2131408058
  data[1012] = 590229179
  data[1013] = 71541711
  data[1014] = 690001173
  data[1015] = 963009579
  data[1016] = 1907089312
  data[1017] = 1480156945
  data[1018] = 968028604
  data[1019] = 1034349207
  data[1020] = 884234894
  data[1021] = 515357191
  data[1022] = 626918675
  data[1023] = 717115925
DATA DUMP:
  data[0] = 2863982
  data[1] = 3136076
  data[2] = 7354886
  data[3] = 9080979
  data[4] = 11760404
  data[5] = 18097017
  data[6] = 19042146
  data[7] = 19590738
  data[8] = 22418659
  data[9] = 28864436
  data[10] = 28877604
  data[11] = 28904031
  data[12] = 28926595
  data[13] = 31764362
  data[14] = 32498751
  data[15] = 34093120
  data[16] = 34638326
  data[17] = 35748939
  data[18] = 35762350
  data[19] = 39131124
  data[20] = 39431211
  data[21] = 40206789
  data[22] = 43236835
  data[23] = 43816761
  data[24] = 45428636
  data[25] = 45454623
  data[26] = 45622479
  data[27] = 46468545
  data[28] = 46953856
  data[29] = 49581260
  data[30] = 49663960
  data[31] = 49789889
  data[32] = 51063900
  data[33] = 52010375
  data[34] = 52528500
  data[35] = 58524646
  data[36] = 59909522
  data[37] = 61027523
  data[38] = 70021310
  data[39] = 71265400
  data[40] = 71541711
  data[41] = 72247983
  data[42] = 77423485
  data[43] = 78718918
  data[44] = 79219579
  data[45] = 80051413
  data[46] = 81211674
  data[47] = 82691126
  data[48] = 83612240
  data[49] = 86091217
  data[50] = 87717223
  data[51] = 90503614
  data[52] = 91673131
  data[53] = 92326902
  data[54] = 92690736
  data[55] = 94251437
  data[56] = 94324169
  data[57] = 95446952
  data[58] = 97182820
  data[59] = 106354511
  data[60] = 113643365
  data[61] = 113753098
  data[62] = 115346844
  data[63] = 117483632
  data[64] = 119088501
  data[65] = 122202925
  data[66] = 124766229
  data[67] = 125874682
  data[68] = 126060672
  data[69] = 126428428
  data[70] = 127032657
  data[71] = 127392533
  data[72] = 129634050
  data[73] = 130445597
  data[74] = 130624164
  data[75] = 130778115
  data[76] = 132297896
  data[77] = 133100066
  data[78] = 133484315
  data[79] = 133702991
  data[80] = 138128809
  data[81] = 138319799
  data[82] = 138451377
  data[83] = 139710840
  data[84] = 139996108
  data[85] = 141700270
  data[86] = 142672327
  data[87] = 144974285
  data[88] = 146542435
  data[89] = 151117771
  data[90] = 152742074
  data[91] = 152801727
  data[92] = 154610931
  data[93] = 161168939
  data[94] = 161489192
  data[95] = 163125596
  data[96] = 164300342
  data[97] = 164545225
  data[98] = 165690529
  data[99] = 167175393
  data[100] = 169649717
  data[101] = 173513468
  data[102] = 183545358
  data[103] = 184701348
  data[104] = 185776418
  data[105] = 198654741
  data[106] = 201261298
  data[107] = 201323408
  data[108] = 201481635
  data[109] = 203724264
  data[110] = 206625583
  data[111] = 211996945
  data[112] = 212460003
  data[113] = 216087032
  data[114] = 219197017
  data[115] = 224314285
  data[116] = 225880642
  data[117] = 226908185
  data[118] = 227247133
  data[119] = 232701694
  data[120] = 233003554
  data[121] = 233428831
  data[122] = 236910076
  data[123] = 239407753
  data[124] = 241203761
  data[125] = 245253553
  data[126] = 247982454
  data[127] = 248334357
  data[128] = 249200711
  data[129] = 261103787
  data[130] = 262326854
  data[131] = 266106667
  data[132] = 268973112
  data[133] = 269291547
  data[134] = 272049591
  data[135] = 272094241
  data[136] = 273969741
  data[137] = 280158986
  data[138] = 282482507
  data[139] = 284465824
  data[140] = 286210591
  data[141] = 287207181
  data[142] = 288794446
  data[143] = 291263413
  data[144] = 292789102
  data[145] = 293436083
  data[146] = 296078661
  data[147] = 297486174
  data[148] = 297561634
  data[149] = 298376223
  data[150] = 299826205
  data[151] = 300105622
  data[152] = 300237699
  data[153] = 302138097
  data[154] = 304454752
  data[155] = 305184871
  data[156] = 311576080
  data[157] = 311779610
  data[158] = 312645643
  data[159] = 312997756
  data[160] = 314227080
  data[161] = 318511889
  data[162] = 322042095
  data[163] = 322803206
  data[164] = 322935662
  data[165] = 324610189
  data[166] = 326138997
  data[167] = 327873336
  data[168] = 329052792
  data[169] = 329711405
  data[170] = 331235729
  data[171] = 331487830
